PLAYER,YEAR,POS,HEIGHT,WEIGHT,STANDING REACH,WINGSPAN,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,THREE QUARTER SPRINT
Uche Nsonwu-Amadi,2003,PF/C,79.75,246.0,106.5,87.75,27.5,29.0,11.83,3.25
Ugonna Okyekwe,2003,SF,79.25,228.0,109.0,87.0,32.0,36.5,11.43,3.2
Marlon Parmer,2003,PG,72.75,184.0,97.0,75.5,28.0,32.0,11.0,3.42
Stephane Pelle,2003,SF/PF,79.0,246.0,107.0,86.0,28.5,33.0,11.37,3.27
Kirk Penney,2003,SG/SF,77.0,218.0,97.0,77.25,32.0,35.5,10.44,3.04
Pavel Podkolzin,2003,C,87.5,303.0,116.0,89.75,19.5,22.5,13.4,3.8
Josh Powell,2003,SF/PF,80.0,227.0,107.5,85.0,32.5,38.5,11.72,3.2
Hollis Price,2003,PG/SG,71.5,165.0,94.5,76.5,27.5,33.0,10.72,3.25
Luke Ridnour,2003,PG,73.0,167.0,95.5,75.0,26.0,32.5,11.0,3.28
Joe Shipp,2003,SG,76.0,224.0,103.0,82.0,29.0,34.5,11.75,3.2
Ron Slay,2003,SF/PF,78.0,236.0,103.5,82.0,28.5,31.5,12.01,3.43
Theron Smith,2003,SF/PF,78.5,234.0,104.5,82.25,28.5,32.0,10.99,3.1
Tommy Smith,2003,SF/PF,81.0,200.0,107.5,86.5,30.0,33.0,11.54,3.14
Marvin Stone,2003,PF/C,81.5,261.0,109.5,87.5,25.5,27.5,12.1,3.5
Michael Sweetney,2003,PF,79.25,262.0,107.5,85.0,26.0,31.5,12.9,3.28
Sasha Vujacic,2003,PG/SG,77.5,193.0,101.0,77.5,29.7,35.3,11.3,3.2
Dwyane Wade,2003,SG/SF,75.75,212.0,102.0,82.75,31.5,35.0,10.56,3.08
Wayne Wallace,2003,PF,79.25,187.0,108.0,86.0,29.5,36.0,11.85,3.24
Luke Walton,2003,SF/PF,79.75,235.0,104.0,80.5,28.0,33.2,11.6,3.3
David West,2003,SF/PF,80.25,226.0,108.3,88.25,28.5,31.5,12.18,3.43
Mo Williams,2003,PG/SG,72.75,189.0,98.5,77.5,30.4,36.5,11.0,3.2
Wesley Wilson,2003,PF/C,82.25,257.0,110.5,87.0,27.0,30.5,12.19,3.3
Doug Wrenn,2003,SF/PF,77.75,220.0,100.5,91.5,34.5,41.0,11.38,3.17
Derrick Zimmerman,2003,PG,73.0,190.0,96.3,81.0,34.0,40.5,11.09,3.1
Robert Archibald,2002,PF/C,82.0,250.0,109.5,83.75,24.0,27.5,11.34,3.33
Maurice Baker,2002,PG,71.75,178.0,96.0,76.0,29.5,33.0,12.19,3.29
Matt Barnes,2002,SF,78.75,226.0,96.5,81.0,35.5,40.5,10.68,3.28
Lubos Barton,2002,SG/SF,78.5,221.0,107.0,84.0,25.5,31.5,11.2,3.31
Lonny Baxter,2002,PF/C,78.25,264.0,107.5,85.5,28.0,32.5,11.77,3.21
Lee Benson,2002,SF/PF,80.25,217.0,109.0,85.75,27.5,32.5,11.44,3.29
Carlos Boozer,2002,PF,79.75,258.0,108.5,86.25,26.5,28.5,10.77,3.31
Curtis Borchardt,2002,C,82.75,238.0,112.0,86.5,24.0,27.0,12.56,3.63
J.R. Bremer,2002,PG/SG,73.25,188.0,96.0,74.25,30.0,35.5,10.93,3.1
Brian Brown,2002,PG/SG,74.5,194.0,99.0,79.0,26.0,33.0,11.43,3.29
Sylvere Bryan,2002,PF,81.0,226.0,109.5,88.5,28.5,29.5,12.03,3.2
Chris Burgess,2002,C,82.0,246.0,109.0,83.5,24.5,31.0,11.58,3.37
Caron Butler,2002,SG/SF,77.25,222.0,103.5,83.5,27.0,31.0,12.15,3.33
Rasual Butler,2002,SF,78.75,198.0,105.5,84.0,31.5,37.5,11.54,3.29
Mire Chatman,2002,PG/SG,72.0,174.0,98.0,78.0,29.0,33.0,11.12,3.18
Chris Christoffersen,2002,C,84.75,291.0,109.0,87.5,28.0,31.0,12.55,3.39
Lenny Cooke,2002,SG/SF,77.5,214.0,107.0,85.0,29.3,34.5,11.4,3.3
Craig Dawson,2002,SG/SF,75.5,200.0,102.0,78.25,26.0,30.0,12.06,3.25
Mike Dunleavy,2002,SF,80.0,230.0,106.0,81.0,24.5,29.0,11.55,3.3
Teddy Dupay,2002,PG,69.5,178.0,90.5,70.75,28.0,33.0,10.53,3.19
Corsley Edwards,2002,PF,79.25,285.0,106.5,82.75,28.5,33.0,12.18,3.31
Andy Ellis,2002,PF,81.25,220.0,102.0,82.25,32.0,35.5,11.69,3.34
Melvin Ely,2002,PF,81.0,240.0,111.0,88.0,26.0,29.0,11.96,3.35
Reggie Evans,2002,PF,79.5,250.0,107.5,86.5,26.0,29.5,12.73,3.26
Peter Fehse,2002,PF/C,82.0,220.0,109.0,84.5,28.5,33.3,11.6,3.3
Drew Gooden,2002,PF,80.75,227.0,106.5,84.5,29.0,33.0,11.81,3.19
David Graves,2002,SG,76.5,212.0,101.0,79.0,26.0,29.5,11.2,3.27
Lynn Greer,2002,PG,72.25,170.0,94.5,73.0,29.5,36.5,11.24,3.16
Rod Grizzard,2002,SG/SF,78.0,193.0,107.0,84.0,29.6,35.2,11.3,3.3
Anthony Grundy,2002,PG/SG,72.75,167.0,99.0,79.75,27.5,32.0,11.1,3.39
Marcus Haislip,2002,PF,80.5,221.0,107.0,84.0,33.5,36.5,11.35,3.21
Damon Hancock,2002,PG/SG,74.75,203.0,99.5,78.0,32.0,35.0,11.62,3.03
Greg Harrington,2002,PG,73.0,183.0,97.0,75.75,28.5,34.0,12.06,3.32
Udonis Haslem,2002,PF,79.75,250.0,107.0,83.0,28.5,33.5,11.8,3.31
Cordell Henry,2002,PG,68.0,155.0,92.0,73.0,33.0,37.5,11.3,3.04
Randy Holcomb,2002,SF/PF,79.0,225.0,105.0,85.0,29.5,35.5,12.85,3.22
Ryan Humphrey,2002,SF/PF,78.0,223.0,104.5,84.0,31.5,37.5,11.75,3.2
Jared Jeffries,2002,PF,82.0,230.0,109.0,84.5,26.0,30.0,11.73,3.4
Jason Jennings,2002,C,83.25,249.0,111.0,91.0,29.0,32.0,11.92,3.62
Fred Jones,2002,SG,74.25,218.0,100.0,84.0,33.5,37.5,11.12,3.13
Lonnie Jones,2002,PF/C,82.25,230.0,112.0,86.25,30.5,31.5,11.8,3.33
Mario Kasun,2002,C,83.75,260.0,109.0,83.5,27.5,31.4,12.0,3.4
Sean Kennedy,2002,PG,72.75,182.0,96.0,74.5,22.5,26.5,11.64,3.28
Kris Lang,2002,PF/C,81.25,242.0,109.0,83.75,28.0,29.0,11.36,3.24
Muhammed Lasege,2002,PF/C,80.75,228.0,108.5,86.0,27.5,30.0,12.96,3.29
Steve Logan,2002,PG,70.0,207.0,92.5,71.75,30.4,36.4,11.1,3.2
Kevin Lyde,2002,PF/C,80.75,278.0,109.5,86.0,27.5,30.5,12.97,3.36
Tito Maddox,2002,PG,75.0,200.0,99.0,77.0,27.0,32.5,12.2,3.24
Kei Madison,2002,SF,79.75,216.0,107.0,84.5,27.5,34.5,11.74,3.22
Immanuel McElroy,2002,SG,74.25,191.0,100.0,78.5,30.2,36.1,11.1,3.2
Aaron McGhee,2002,SF/PF,79.0,255.0,105.5,82.0,26.0,28.5,12.24,3.4
Elvin Mims,2002,SG/SF,76.25,211.0,105.5,85.5,32.0,38.0,11.17,3.22
Byron Mouton,2002,SG/SF,76.5,213.0,102.0,82.25,24.0,30.0,11.84,3.1
Ronald Murray,2002,SG,75.0,197.0,100.5,79.5,31.0,36.5,11.13,3.16
Uche Okafor,2002,PF/C,81.0,229.0,112.0,89.5,24.5,25.0,14.45,3.34
Chris Owens,2002,SF/PF,79.0,237.0,104.0,83.5,28.6,33.3,11.6,3.3
Jannero Pargo,2002,PG,72.25,168.0,96.0,74.5,25.5,29.5,11.11,3.2
Smush Parker,2002,PG/SG,74.5,179.0,107.5,82.0,21.0,28.5,12.3,3.26
Luke Recker,2002,SG/SF,76.75,198.0,101.0,79.0,25.5,31.0,10.78,3.27
Rolan Roberts,2002,PF,77.75,241.0,105.5,85.0,32.5,37.5,11.36,3.33
Travis Robinson,2002,SF,77.25,211.0,104.5,82.5,26.0,33.0,11.96,3.43
Kareem Rush,2002,SG/SF,76.75,199.0,103.5,81.75,26.0,30.0,11.86,3.22
Brooks Sales,2002,PF/C,81.0,232.0,108.0,82.0,26.0,29.5,11.05,3.29
John Salmons,2002,SG/SF,77.5,207.0,104.0,82.25,30.5,34.5,11.35,3.25
Predrag Savovic,2002,SG,76.75,212.0,102.0,79.0,22.5,28.5,10.94,3.38
Julian Sensley,2002,SF/PF,79.0,228.0,105.5,83.5,27.5,31.5,11.85,3.32
Israel Sheinfeld,2002,PF/C,80.25,239.0,106.5,81.75,28.4,33.0,11.7,3.3
Preston Shumpert,2002,SF,78.0,197.0,103.5,80.5,28.5,29.0,11.03,3.24
Tamar Slay,2002,SF,78.75,203.0,104.0,83.5,32.5,38.0,10.94,3.09
Darius Songaila,2002,PF,80.0,240.0,108.5,85.0,24.5,29.5,11.69,3.52
Amar'e Stoudemire,2002,PF,80.5,233.0,108.5,85.75,32.0,35.5,11.19,3.25
Marcus Taylor,2002,PG,73.0,181.0,98.5,76.5,27.5,33.5,11.25,3.31
Jobey Thomas,2002,SG,74.75,183.0,99.5,77.75,26.0,32.0,11.46,3.3
Dajuan Wagner,2002,PG/SG,72.75,193.0,99.0,74.0,28.0,35.0,12.03,3.22
Chris Wilcox,2002,PF/C,80.25,218.0,107.5,85.0,31.0,34.5,11.43,3.16
Frank Williams,2002,PG,73.5,212.0,100.5,80.0,26.0,31.0,11.73,3.29
George Williams,2002,SF/PF,77.75,214.0,103.0,84.5,33.5,39.0,11.21,3.24
Jay Williams,2002,PG,72.25,197.0,97.0,75.5,28.5,36.0,10.34,3.09
Qyntel Woods,2002,SG/SF,79.0,213.0,105.0,82.0,33.5,34.5,11.94,3.23
Vincent Yarbrough,2002,SF,77.5,202.0,104.5,84.5,30.0,34.0,11.7,3.32
Adam Allenspach,2001,C,83.5,259.0,107.0,84.5,28.5,31.0,11.9,3.4
Gilbert Arenas,2001,SG,74.25,199.0,99.5,81.5,31.5,36.0,11.2,3.25
Brandon Armstrong,2001,SG,75.5,188.0,99.5,81.5,30.0,37.0,10.91,3.2
Shane Battier,2001,SF/PF,80.25,229.0,105.0,82.5,29.5,33.0,10.95,3.3
Cookie Belcher,2001,PG/SG,75.0,206.0,99.0,80.5,35.0,41.5,11.26,2.91
Charlie Bell,2001,PG,74.5,200.0,97.5,79.5,31.5,38.0,10.59,3.12
Ruben Boumtje-Boumtje,2001,C,83.5,245.0,111.0,88.0,26.5,31.0,11.84,3.33
Calvin Bowman,2001,PF,80.75,214.0,104.0,83.5,28.5,34.5,11.96,3.21
Michael Bradley,2001,PF,81.5,227.0,107.0,85.5,27.0,30.0,11.11,3.35
Jamison Brewer,2001,PG,74.5,178.0,102.5,80.75,26.0,32.5,9.65,3.15
Damone Brown,2001,SF,80.25,202.0,104.5,83.75,32.0,37.0,11.81,3.27
Kwame Brown,2001,PF/C,82.0,243.0,108.0,85.0,30.0,33.0,11.59,3.45
SirValiant Brown,2001,PG,71.0,176.0,92.5,76.0,31.0,39.5,11.23,3.0
Ryan Carroll,2001,SG/SF,76.0,202.0,99.0,80.25,34.5,39.0,11.0,3.1
Tyson Chandler,2001,SF/PF,83.5,224.0,110.0,87.0,31.0,33.5,12.13,3.36
Eric Chenowith,2001,C,85.0,264.0,111.0,88.0,23.5,27.5,12.5,3.59
Sam Clancy,2001,PF,78.25,242.0,107.0,86.75,31.0,34.0,11.47,3.13
Gyasi Cline-Heard,2001,PF,78.25,231.0,103.0,83.5,31.5,34.5,11.4,3.23
Jarron Collins,2001,PF/C,81.25,252.0,104.0,87.0,23.0,29.0,11.65,3.6
Jason Collins,2001,PF/C,82.25,251.0,110.0,88.5,25.5,28.5,12.1,3.54
Omar Cook,2001,PG,71.5,189.0,92.0,77.5,31.0,35.5,10.77,3.2
Eddy Curry,2001,C,82.5,301.0,111.0,90.5,28.0,31.0,12.25,3.53
Tate Decker,2001,SF,81.25,218.0,107.0,83.75,25.5,28.5,12.19,3.47
DeSagana Diop,2001,C,82.0,314.0,113.0,90.5,21.5,25.5,12.37,3.56
Robb Dryden,2001,C,85.0,241.0,110.3,86.5,27.0,30.0,12.47,3.46
Anthony Evans,2001,PF,78.0,267.0,101.5,83.5,31.5,33.0,12.56,3.31
Maurice Evans,2001,SG,76.25,221.0,101.0,80.0,34.5,37.5,10.08,3.12
Benjamin Eze,2001,PF/C,80.75,232.0,109.0,90.0,29.0,32.0,13.05,3.36
Kimani Ffriend,2001,PF/C,81.5,228.0,108.5,82.75,32.0,33.0,11.46,3.09
Alton Ford,2001,PF,80.25,271.0,102.5,82.5,34.5,36.5,11.7,3.16
Joseph Forte,2001,SG,75.5,193.0,100.5,78.5,26.5,33.0,11.51,3.19
Jerry Green,2001,PG/SG,73.5,179.0,99.0,78.25,28.5,35.0,11.7,3.17
Kenny Gregory,2001,SF,75.5,200.0,101.0,83.25,39.5,45.5,11.33,3.1
Eddie Griffin,2001,SF/PF,81.25,222.0,110.0,87.0,26.5,33.0,11.77,3.21
Trenton Hassell,2001,SG/SF,76.25,205.0,99.5,80.0,35.5,37.5,11.57,3.29
Kirk Haston,2001,SF/PF,80.0,242.0,106.0,84.25,27.0,31.5,12.25,3.35
Charles Hathaway,2001,C,80.0,274.0,107.5,86.0,27.7,31.7,11.9,3.4
Brendan Haywood,2001,C,83.75,266.0,113.5,90.5,27.0,28.5,12.87,3.5
Michael Hicks,2001,SG,76.0,197.0,100.5,81.25,33.0,40.5,11.38,3.19
Steven Hunter,2001,PF/C,82.25,224.0,108.0,88.0,30.5,38.5,11.99,3.15
Andre Hutson,2001,PF,80.25,244.0,105.5,83.75,29.0,32.5,11.25,3.3
Nate James,2001,SF,76.75,196.0,103.0,82.75,26.0,31.0,11.42,3.31
Richard Jefferson,2001,SF,79.25,223.0,103.0,84.0,33.0,38.5,11.19,3.15
Horace Jenkins,2001,PG,71.75,171.0,97.0,77.25,34.5,41.0,10.97,3.1
Darrell Johns,2001,C,83.25,278.0,111.5,89.0,23.5,30.0,12.41,3.59
Joe Johnson,2001,SG/SF,78.75,226.0,105.0,81.0,32.5,36.5,12.05,3.4
Ken Johnson,2001,C,82.75,227.0,109.5,88.0,32.5,35.0,11.27,3.12
Darren Kelly,2001,PG/SG,74.0,178.0,100.0,78.75,30.5,34.5,11.38,3.21
Sean Lampley,2001,SF,77.5,213.0,101.0,81.25,36.0,40.0,11.06,3.12
Zach Marbury,2001,PG/SG,73.25,183.0,96.5,75.5,33.0,36.5,11.53,3.1
Mike Mardesich,2001,PF/C,82.25,247.0,108.5,84.5,24.0,30.0,11.65,3.45
DeMarcus Minor,2001,SG,75.25,207.0,99.5,80.25,29.0,41.0,10.57,3.15
Jamario Moon,2001,SF,78.5,185.0,103.0,83.5,33.0,43.0,11.64,3.08
Troy Murphy,2001,PF,81.75,230.0,105.5,83.0,28.5,34.5,11.22,3.43
Troy Ostler,2001,SF/PF,80.75,200.0,106.5,85.5,26.5,29.5,13.42,3.5
Lazaros Papadopoulos,2001,PF/C,82.25,227.0,110.5,86.5,23.0,26.0,12.0,3.7
Rashad Phillips,2001,PG,69.0,166.0,92.0,73.5,27.0,32.0,11.93,3.27
Demetrius Porter,2001,PG,70.75,178.0,94.0,74.75,26.0,31.0,11.5,3.34
Martin Rancik,2001,SF/PF,80.75,230.0,102.5,80.0,32.0,37.0,10.77,3.19
Jason Richardson,2001,SG/SF,76.75,213.0,102.5,83.5,32.5,39.5,11.75,3.12
Norman Richardson,2001,SG,75.5,180.0,99.0,76.5,30.5,35.5,10.97,3.15
Jeryl Sasser,2001,PG/SG,77.5,194.0,103.5,82.5,29.0,34.0,11.47,3.22
Kenny Satterfield,2001,PG,73.0,176.0,98.0,76.5,28.5,33.0,12.05,3.2
Brian Scalabrine,2001,SF/PF,80.75,241.0,105.5,81.75,27.0,30.5,11.75,3.47
Lee Scruggs,2001,SF/PF,82.25,209.0,110.5,89.75,23.5,29.5,13.28,3.55
Bobby Simmons,2001,SF,78.25,235.0,105.0,84.25,27.5,34.0,11.69,3.41
Will Solomon,2001,PG/SG,71.75,172.0,99.5,81.5,28.5,35.0,11.3,3.22
Greg Stevenson,2001,SF,75.75,215.0,102.0,84.5,30.0,35.5,11.29,3.23
Damone Thornton,2001,PF,78.75,235.0,103.8,85.75,33.5,37.5,11.17,3.2
Jamaal Tinsley,2001,PG,72.75,199.0,97.5,79.5,28.0,37.5,11.96,3.2
Tory Walker,2001,SF,78.75,187.0,104.5,83.25,28.0,33.0,11.95,3.25
Souleymane Wane,2001,C,80.5,235.0,109.0,89.0,29.0,30.5,12.02,3.46
Earl Watson,2001,PG,72.0,184.0,97.0,78.75,32.5,37.5,10.97,3.19
Rodney White,2001,SF,79.5,243.0,104.5,83.5,27.5,33.0,12.07,3.47
Loren Woods,2001,PF/C,84.75,246.0,113.0,89.5,24.5,28.0,11.83,3.48
Brent Wright,2001,SF/PF,79.75,236.0,105.5,85.5,23.0,29.0,12.25,3.3
Michael Wright,2001,PF,79.0,247.0,106.5,83.5,27.5,33.5,11.37,3.21
Malik Allen,2000,PF/C,80.25,271.0,109.0,86.5,25.5,29.0,11.83,3.38
Harold Arceneaux,2000,SG/SF,76.5,219.0,103.0,80.5,29.3,29.0,13.8,3.3
Lamont Barnes,2000,PF/C,80.5,235.5,108.0,87.5,28.0,29.5,12.3,3.4
Mario Bland,2000,PF,77.5,287.0,103.0,84.0,27.0,31.0,13.04,3.47
Primoz Brezec,2000,C,84.75,243.0,110.0,86.0,26.0,29.5,11.53,3.55
Ernest Brown,2000,C,82.0,222.5,109.5,85.25,28.5,33.2,11.6,3.3
Speedy Claxton,2000,PG,70.5,166.0,94.5,72.0,36.0,42.5,10.48,3.06
Eric Coley,2000,SG/SF,76.0,205.0,102.0,83.0,35.0,38.0,11.4,3.15
Ed Cota,2000,PG,72.25,189.0,96.5,76.0,26.5,33.5,10.98,3.24
Schea Cotton,2000,SF,76.25,219.5,100.0,79.0,34.0,38.0,11.55,3.0
Jamal Crawford,2000,PG/SG,76.5,175.0,102.5,82.0,30.2,36.2,11.1,3.2
Caswell Cyrus,2000,PF,79.75,220.5,107.5,86.0,33.5,37.5,12.12,3.16
Julius Doc Robinson,2000,PG,72.0,184.0,95.5,75.75,30.0,37.5,12.54,3.41
Khalid El-Amin,2000,PG,69.0,200.0,93.0,73.5,27.5,32.0,10.59,3.32
Vassil Evtimov,2000,PF,81.75,262.0,106.5,82.5,21.0,28.5,11.75,3.52
Antonis Fotsis,2000,SF,81.25,219.0,106.0,80.5,27.0,30.0,11.6,3.44
Eddie Gill,2000,PG,71.75,176.0,93.0,76.0,35.0,38.5,11.12,3.18
Ceedric Goodwyn,2000,SF/PF,78.0,238.0,104.5,82.0,28.7,33.5,11.6,3.3
Marcus Goree,2000,SF/PF,79.5,239.0,105.5,84.5,29.5,33.5,12.0,3.25
A.J. Granger,2000,SF,79.5,227.0,103.0,81.5,30.0,34.0,10.73,3.25
A.J. Guyton,2000,PG/SG,72.75,175.0,97.5,75.75,33.0,37.5,10.55,3.22
Ron Hale,2000,SG/SF,79.5,202.0,104.5,83.0,29.5,34.5,12.58,3.2
Jason Hart,2000,PG,73.75,181.0,97.5,78.0,29.5,33.5,11.7,3.34
Donnell Harvey,2000,PF,79.25,220.0,105.5,84.5,33.0,32.5,11.23,3.3
Johnny Hemsley,2000,SG/SF,74.75,200.0,100.5,80.0,31.5,35.0,11.5,3.19
Michael Hermon,2000,PG/SG,74.75,195.0,98.5,78.25,29.0,33.0,11.79,3.25
Cory Hightower,2000,SG/SF,77.5,183.0,101.5,83.0,29.5,34.5,11.92,3.37
Shaheen Holloway,2000,PG,69.5,174.0,91.0,70.0,31.2,37.8,11.22,3.32
Eddie House,2000,PG/SG,71.75,176.5,95.0,75.5,29.5,38.5,11.12,3.27
Jimmie Hunter,2000,PG/SG,75.0,170.0,100.0,80.0,29.0,36.0,11.23,3.35
Jacob Jaacks,2000,PF,81.25,238.0,105.5,83.0,26.0,32.0,11.48,3.58
Marko Jaric,2000,SG/SF,78.5,210.0,104.0,81.0,27.5,33.0,11.32,3.28
Nate Johnson,2000,SF,78.5,211.5,104.0,80.5,27.0,33.5,11.9,3.33
Kenyon Jones,2000,PF/C,81.0,282.0,108.0,85.0,28.5,30.0,12.44,3.6
Mark Karcher,2000,SG,76.0,218.0,102.5,80.0,27.5,30.5,11.51,3.4
Brandon Kurtz,2000,PF/C,81.5,257.0,106.5,83.25,27.8,32.0,11.9,3.4
Dan Langhi,2000,SF,81.0,197.5,104.0,80.0,31.0,34.5,10.85,3.24
Justin Love,2000,PG/SG,73.5,205.5,97.5,76.5,31.0,38.5,10.99,3.31
Mark Madsen,2000,PF,80.0,236.5,104.5,84.5,30.5,33.5,12.12,3.46
Dan McClintock,2000,PF/C,83.0,250.0,107.0,85.5,33.0,35.0,11.52,3.33
Pete Mickeal,2000,SG/SF,77.0,222.0,103.5,81.5,28.0,34.5,10.83,3.06
Brian Montonati,2000,PF,80.75,215.0,106.0,82.5,25.0,29.0,11.85,3.53
Gabe Muoneke,2000,SF/PF,78.25,244.0,105.0,84.5,30.5,34.0,11.0,3.4
Ndongo N'diaye,2000,C,83.5,208.0,112.5,87.5,24.5,27.5,13.16,3.69
Eduardo Najera,2000,SF/PF,78.5,234.5,104.5,83.5,28.0,35.0,11.38,3.45
Matthew Nielsen,2000,PF,81.0,223.0,106.0,82.5,26.0,29.0,11.28,3.35
Chris Porter,2000,SF/PF,77.5,214.0,103.5,81.5,28.5,35.0,10.93,3.2
Lavor Postell,2000,SG,76.5,205.0,101.5,80.5,33.5,36.5,11.79,3.3
Igor Rakocevic,2000,PG,74.5,184.0,100.0,77.25,27.5,34.0,10.4,3.1
Reed Rawlings,2000,SG/SF,78.25,218.0,104.0,81.25,28.5,33.5,11.1,3.27
Michael Redd,2000,SG/SF,76.75,214.0,102.0,81.0,27.0,31.0,12.06,3.34
Damon Reed,2000,PF/C,80.5,228.0,104.5,81.5,27.5,31.5,11.21,3.31
Aubrey Reese,2000,PG,70.75,189.0,94.5,77.5,31.5,37.5,11.13,3.25
Terrance Roberson,2000,SF,77.5,209.0,103.5,80.0,29.0,32.5,11.66,3.3
Pepe Sanchez,2000,PG,75.0,194.0,96.0,75.5,26.0,31.0,11.62,3.44
Matt Santangelo,2000,PG,72.0,177.0,94.0,75.0,33.5,43.0,10.66,3.06
Alex Scales,2000,PG/SG,74.25,184.5,97.5,81.0,38.5,42.5,10.98,3.21
Karim Shabazz,2000,C,83.5,224.0,111.5,87.0,24.5,28.0,12.72,3.36
Nick Sheppard,2000,PF/C,81.5,273.0,107.5,83.0,23.5,25.5,12.14,3.52
Jabari Smith,2000,PF/C,81.75,240.5,109.5,86.5,24.5,30.0,12.45,3.43
Mike Smith,2000,SF,78.5,198.0,103.0,80.5,33.0,21.0,11.32,3.22
Jarrett Stephens,2000,PF,77.25,258.0,103.0,81.25,27.0,29.0,11.98,3.46
Bootsy Thornton,2000,SG,75.5,194.5,101.5,78.5,26.5,31.0,12.08,3.33
Jaquay Walls,2000,PG,73.25,165.5,96.5,74.5,28.5,35.5,10.75,3.23
Jameel Watkins,2000,PF/C,81.5,244.5,110.0,90.0,28.0,30.5,12.38,3.45
